age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
49,Private,247993,Bachelors,13,Divorced,Priv-house-serv,Husband,Amer-Indian-Eskimo,Male,0,0,21,United-States,<=50K
28,State-gov,1473767,9th,5,Never-married,Tech-support,Husband,White,Male,0,0,41,United-States,<=50K
49,Self-emp-not-inc,305320,Doctorate,16,Separated,Adm-clerical,Not-in-family,White,Female,0,3821,16,United-States,<=50K
58,Self-emp-not-inc,588713,Bachelors,13,Married-civ-spouse,Protective-serv,Other-relative,Black,Female,0,0,36,Japan,<=50K
67,Private,105346,HS-grad,9,Divorced,Protective-serv,Husband,White,Male,0,2812,68,United-States,<=50K
49,Private,699600,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Female,0,2286,41,United-States,<=50K
52,State-gov,1434289,Bachelors,13,Never-married,Sales,Husband,White,Male,0,0,33,United-States,<=50K
70,Private,1472914,HS-grad,9,Separated,Sales,Husband,White,Male,20779,0,44,United-States,<=50K
19,State-gov,563558,Masters,14,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,38,United-States,<=50K
61,Private,100824,Some-college,10,Separated,Priv-house-serv,Husband,Black,Male,0,0,25,United-States,<=50K
73,Private,1034485,Assoc-acdm,12,Married-civ-spouse,Priv-house-serv,Husband,White,Female,0,0,16,United-States,<=50K
65,Private,482531,Assoc-acdm,12,Widowed,Exec-managerial,Husband,White,Female,0,0,38,United-States,<=50K
70,Private,1296446,Assoc-voc,11,Never-married,Handlers-cleaners,Wife,White,Female,0,0,36,United-States,<=50K
69,Private,106096,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,Black,Male,99169,0,35,United-States,>50K
51,Local-gov,155268,Some-college,10,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,48,United-States,<=50K
63,Private,1115448,Bachelors,13,Divorced,Tech-support,Not-in-family,Black,Male,0,0,55,United-States,<=50K
38,Private,973363,HS-grad,9,Married-spouse-absent,Priv-house-serv,Husband,White,Female,0,0,47,United-States,<=50K
24,Self-emp-not-inc,974843,Some-college,10,Married-civ-spouse,Priv-house-serv,Other-relative,White,Male,0,0,35,United-States,<=50K
22,Self-emp-inc,820487,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
28,Federal-gov,1288562,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,52,United-States,<=50K
59,Private,1007983,Masters,14,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,49,United-States,>50K
40,Private,293504,Masters,14,Never-married,Other-service,Not-in-family,Black,Male,0,0,46,Vietnam,<=50K
64,Private,1198792,Some-college,10,Never-married,Other-service,Other-relative,White,Female,0,0,33,United-States,<=50K
36,State-gov,818012,Some-college,10,Divorced,Protective-serv,Wife,White,Male,0,0,52,United-States,<=50K
63,Local-gov,279698,Bachelors,13,Widowed,Exec-managerial,Husband,Black,Female,0,0,56,United-States,<=50K
68,Private,1066205,7th-8th,4,Widowed,Farming-fishing,Not-in-family,White,Female,0,0,49,United-States,<=50K
36,Private,1013168,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Female,0,0,75,United-States,<=50K
47,Local-gov,428894,Some-college,10,Married-civ-spouse,Transport-moving,Own-child,Black,Male,0,0,48,United-States,<=50K
48,Private,286677,Assoc-voc,11,Separated,Transport-moving,Husband,White,Female,0,0,53,United-States,<=50K
67,Private,1327313,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,47,United-States,>50K
39,Private,1278931,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,38,United-States,<=50K
40,Private,304780,HS-grad,9,Married-spouse-absent,Adm-clerical,Husband,White,Male,0,0,25,United-States,<=50K
62,Private,1030758,Some-college,10,Married-civ-spouse,Other-service,Own-child,Other,Female,0,0,30,England,<=50K
69,Private,187006,Masters,14,Married-civ-spouse,Sales,Not-in-family,White,Male,0,2637,30,United-States,>50K
19,Self-emp-inc,1359914,Assoc-voc,11,Separated,Tech-support,Own-child,Other,Male,0,2230,25,United-States,<=50K
22,Private,427611,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Male,0,2895,36,United-States,<=50K
71,Private,266152,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
43,Private,1191324,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,54,United-States,<=50K
49,Self-emp-not-inc,1431620,HS-grad,9,Never-married,Farming-fishing,Husband,Black,Male,0,0,25,United-States,<=50K
69,Private,1067914,Prof-school,15,Divorced,Prof-specialty,Not-in-family,Black,Male,0,0,50,United-States,<=50K
40,Private,1337744,11th,7,Married-civ-spouse,Other-service,Other-relative,White,Female,0,0,43,United-States,<=50K
43,State-gov,1329527,Assoc-voc,11,Widowed,Tech-support,Husband,White,Female,0,0,44,United-States,<=50K
66,Private,447030,HS-grad,9,Never-married,Priv-house-serv,Unmarried,Other,Male,0,0,38,United-States,<=50K
59,Private,923970,11th,7,Never-married,Transport-moving,Husband,White,Male,0,0,65,United-States,<=50K
57,Private,1031305,11th,7,Married-civ-spouse,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,30,United-States,<=50K
38,Private,1369442,Assoc-voc,11,Separated,Other-service,Husband,White,Female,0,0,33,United-States,<=50K
58,Private,811265,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,0,41,United-States,>50K
65,Private,815202,Masters,14,Widowed,Handlers-cleaners,Wife,White,Female,0,0,44,United-States,<=50K
70,Self-emp-not-inc,1219915,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,42,United-States,<=50K
53,Private,1369708,Bachelors,13,Never-married,Adm-clerical,Husband,White,Female,0,0,39,United-States,<=50K
67,Private,107740,Masters,14,Widowed,Other-service,Husband,Asian-Pac-Islander,Female,0,0,46,United-States,<=50K
64,Private,1298513,Some-college,10,Married-civ-spouse,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,0,47,United-States,<=50K
59,Self-emp-inc,590690,HS-grad,9,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,39,United-States,<=50K
48,Self-emp-not-inc,712086,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,62,United-States,<=50K
42,Self-emp-inc,650504,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
54,Private,21850,Assoc-acdm,12,Divorced,Sales,Unmarried,Asian-Pac-Islander,Male,0,0,36,United-States,<=50K
68,Private,859456,Assoc-voc,11,Married-civ-spouse,Protective-serv,Wife,Asian-Pac-Islander,Male,0,0,54,United-States,<=50K
48,Self-emp-not-inc,1469357,Some-college,10,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,15,United-States,<=50K
57,Private,1071726,7th-8th,4,Married-civ-spouse,Protective-serv,Wife,Black,Male,0,0,26,United-States,<=50K
50,State-gov,747046,Bachelors,13,Married-civ-spouse,Transport-moving,Unmarried,Amer-Indian-Eskimo,Male,0,0,37,United-States,<=50K
54,Private,46218,12th,8,Never-married,Tech-support,Own-child,White,Male,0,0,25,United-States,<=50K
57,Private,1107492,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,0,49,United-States,<=50K
20,Federal-gov,1000487,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,49,United-States,<=50K
24,Self-emp-not-inc,680808,Masters,14,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,59,United-States,<=50K
20,Private,552140,Masters,14,Married-civ-spouse,Protective-serv,Husband,White,Female,0,0,33,China,<=50K
61,Private,547479,Doctorate,16,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Female,0,0,46,United-States,<=50K
69,Private,330231,Masters,14,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Male,0,0,55,United-States,<=50K
38,Private,541788,Masters,14,Married-civ-spouse,Handlers-cleaners,Wife,Black,Male,0,0,41,United-States,<=50K
22,Private,251123,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,54960,0,51,United-States,<=50K
18,Self-emp-inc,537487,7th-8th,4,Divorced,Sales,Unmarried,White,Male,0,0,38,United-States,<=50K
43,Private,1394497,Assoc-acdm,12,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,2261,55,United-States,<=50K
54,Private,868755,Doctorate,16,Widowed,Craft-repair,Not-in-family,Black,Female,0,0,30,United-States,<=50K
36,Private,871378,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,21,United-States,<=50K
52,Self-emp-not-inc,1206271,Some-college,10,Married-civ-spouse,Handlers-cleaners,Own-child,White,Female,0,0,35,United-States,<=50K
26,Private,1308709,Some-college,10,Married-civ-spouse,Farming-fishing,Own-child,White,Male,0,0,38,United-States,<=50K
59,Private,853400,Some-college,10,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,45,United-States,<=50K
36,Private,546559,HS-grad,9,Divorced,Protective-serv,Wife,Other,Male,0,0,45,United-States,<=50K
74,Private,789764,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Female,0,0,31,United-States,<=50K
61,Private,1295654,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,28,United-States,<=50K
44,Private,465527,Some-college,10,Married-civ-spouse,Tech-support,Own-child,White,Male,0,0,59,United-States,<=50K
71,Private,1462151,Some-college,10,Married-civ-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Male,0,0,38,United-States,<=50K
73,State-gov,696386,Masters,14,Never-married,Farming-fishing,Own-child,White,Female,65101,0,34,United-States,>50K
29,Private,1089018,Some-college,10,Married-spouse-absent,Machine-op-inspct,Wife,White,Male,0,0,43,United-States,<=50K
50,Private,278044,Bachelors,13,Separated,Other-service,Husband,Amer-Indian-Eskimo,Male,72841,0,28,United-States,>50K
55,Private,1468097,HS-grad,9,Married-spouse-absent,Tech-support,Husband,White,Male,0,0,31,United-States,>50K
38,Self-emp-inc,1113004,Bachelors,13,Married-civ-spouse,Craft-repair,Unmarried,White,Male,0,0,49,Cuba,<=50K
74,Private,1335258,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,27,United-States,>50K
56,Private,1169911,Masters,14,Married-civ-spouse,Protective-serv,Unmarried,White,Male,77069,0,24,United-States,>50K
61,Federal-gov,648749,Some-college,10,Divorced,Prof-specialty,Not-in-family,Black,Male,1313,0,35,United-States,<=50K
29,Private,364811,Masters,14,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,43,United-States,<=50K
69,Federal-gov,1195645,Assoc-voc,11,Married-civ-spouse,Sales,Own-child,Black,Male,0,0,56,United-States,<=50K
73,Private,850388,Bachelors,13,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,44,United-States,<=50K
69,Private,371417,Some-college,10,Widowed,Sales,Husband,Asian-Pac-Islander,Male,0,0,46,United-States,<=50K
43,Private,433248,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Female,0,0,27,United-States,<=50K
71,Private,292146,Some-college,10,Married-civ-spouse,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,0,42,United-States,<=50K
18,Private,1456994,Some-college,10,Widowed,Exec-managerial,Husband,Asian-Pac-Islander,Female,0,2099,26,United-States,<=50K
29,Private,1052092,10th,6,Married-civ-spouse,Sales,Unmarried,Asian-Pac-Islander,Male,0,0,50,United-States,<=50K
55,Private,454000,Some-college,10,Never-married,Handlers-cleaners,Husband,Black,Female,0,3619,41,United-States,<=50K
62,Local-gov,332021,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Other,Female,0,0,39,United-States,<=50K
24,State-gov,1289450,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,0,0,46,United-States,<=50K
34,Private,1078667,HS-grad,9,Married-civ-spouse,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,0,0,34,United-States,<=50K
23,Private,1047440,Assoc-voc,11,Married-civ-spouse,Other-service,Not-in-family,White,Female,0,0,34,United-States,<=50K
23,Local-gov,108918,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,28,United-States,>50K
19,Private,1439556,Doctorate,16,Never-married,Sales,Own-child,Other,Female,0,0,61,United-States,<=50K
74,Private,661674,Bachelors,13,Divorced,Priv-house-serv,Husband,White,Female,0,0,37,United-States,<=50K
68,Self-emp-inc,1075738,11th,7,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,36,Cuba,<=50K
52,Private,279440,Some-college,10,Married-civ-spouse,Sales,Not-in-family,Black,Female,0,0,48,United-States,<=50K
19,Private,912709,Bachelors,13,Never-married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
59,Federal-gov,148442,Bachelors,13,Married-civ-spouse,Protective-serv,Not-in-family,White,Female,0,0,12,United-States,<=50K
48,Private,692879,Assoc-voc,11,Married-civ-spouse,Transport-moving,Own-child,White,Male,0,0,64,United-States,<=50K
62,Self-emp-not-inc,360434,Bachelors,13,Married-spouse-absent,Prof-specialty,Husband,White,Female,0,2639,34,United-States,<=50K
45,Local-gov,708676,Masters,14,Widowed,Handlers-cleaners,Wife,Other,Male,0,0,29,United-States,<=50K
18,Private,1297563,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male,0,0,38,Iran,<=50K
69,Local-gov,14121,11th,7,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,33,United-States,>50K
68,Private,693647,HS-grad,9,Divorced,Protective-serv,Husband,White,Male,0,0,34,United-States,<=50K
69,Local-gov,1485845,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,0,0,41,United-States,<=50K
55,Private,1449938,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Male,0,0,17,United-States,<=50K
70,Private,851301,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,<=50K
22,Self-emp-not-inc,994793,Some-college,10,Married-civ-spouse,Transport-moving,Not-in-family,White,Female,0,0,51,United-States,<=50K
40,Local-gov,879889,Some-college,10,Divorced,Machine-op-inspct,Unmarried,Other,Male,0,0,19,Iran,<=50K
36,Self-emp-not-inc,687375,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Black,Female,0,0,45,United-States,<=50K
44,Self-emp-not-inc,279002,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,59975,0,29,United-States,>50K
20,State-gov,1207184,Some-college,10,Divorced,Tech-support,Own-child,Black,Female,0,0,34,United-States,<=50K
65,Private,650825,Assoc-voc,11,Widowed,Transport-moving,Own-child,White,Female,0,0,44,United-States,<=50K
35,Local-gov,1303022,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0,0,50,United-States,<=50K
24,Private,336116,Some-college,10,Never-married,Priv-house-serv,Own-child,White,Male,0,0,43,United-States,<=50K
29,Private,301937,Bachelors,13,Married-civ-spouse,Exec-managerial,Own-child,Black,Male,0,0,23,United-States,<=50K
24,Private,335731,Bachelors,13,Separated,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
57,State-gov,975342,HS-grad,9,Married-civ-spouse,Priv-house-serv,Not-in-family,Black,Female,0,0,45,Iran,<=50K
70,Private,821612,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,30,United-States,<=50K
22,Private,983393,Masters,14,Married-civ-spouse,Transport-moving,Not-in-family,White,Female,0,0,29,United-States,<=50K
19,Private,368356,Bachelors,13,Never-married,Transport-moving,Husband,White,Female,0,0,39,United-States,<=50K
68,Private,543741,Masters,14,Married-civ-spouse,Other-service,Own-child,White,Female,0,2531,46,United-States,<=50K
39,Private,997595,Some-college,10,Never-married,Other-service,Husband,Other,Male,0,0,33,United-States,<=50K
24,Private,756030,Some-college,10,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Female,0,0,42,United-States,<=50K
29,Local-gov,568996,Masters,14,Never-married,Priv-house-serv,Wife,White,Male,0,0,24,United-States,<=50K
56,Local-gov,489828,Masters,14,Married-spouse-absent,Exec-managerial,Wife,Asian-Pac-Islander,Male,0,0,43,United-States,<=50K
22,Private,569085,HS-grad,9,Married-civ-spouse,Craft-repair,Unmarried,White,Female,0,0,18,United-States,<=50K
40,Private,423416,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Male,88199,0,43,China,>50K
73,Local-gov,1050225,Prof-school,15,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,50,Jamaica,<=50K
42,Private,253349,7th-8th,4,Divorced,Handlers-cleaners,Own-child,Black,Male,0,0,37,United-States,<=50K
27,Private,1003690,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Male,0,0,46,Cuba,<=50K
61,Private,125401,Some-college,10,Married-civ-spouse,Sales,Own-child,Asian-Pac-Islander,Female,0,0,42,United-States,<=50K
42,Private,608963,HS-grad,9,Never-married,Tech-support,Husband,White,Female,0,0,23,United-States,<=50K
40,Private,750554,7th-8th,4,Married-civ-spouse,Tech-support,Not-in-family,White,Female,0,0,25,United-States,<=50K
32,Private,1387059,HS-grad,9,Married-civ-spouse,Farming-fishing,Own-child,Black,Female,0,0,35,United-States,<=50K
60,Self-emp-inc,990258,Some-college,10,Married-civ-spouse,Protective-serv,Own-child,Other,Female,0,0,38,United-States,<=50K
45,Private,497476,1st-4th,2,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,30,United-States,<=50K
45,Private,557796,1st-4th,2,Married-spouse-absent,Tech-support,Own-child,Black,Female,0,0,25,United-States,<=50K
61,Private,1074118,Assoc-acdm,12,Separated,Protective-serv,Own-child,White,Female,0,0,5,United-States,<=50K
38,Self-emp-not-inc,1294530,Bachelors,13,Never-married,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
55,Private,1185448,Some-college,10,Widowed,Exec-managerial,Wife,White,Female,0,0,60,United-States,<=50K
27,Private,1342932,Assoc-acdm,12,Never-married,Transport-moving,Husband,White,Male,0,0,29,United-States,<=50K
50,Self-emp-not-inc,334906,12th,8,Divorced,Farming-fishing,Wife,Asian-Pac-Islander,Female,0,0,22,United-States,<=50K
42,Private,740207,HS-grad,9,Divorced,Farming-fishing,Own-child,Black,Female,0,0,57,United-States,<=50K
47,Private,713209,Some-college,10,Widowed,Adm-clerical,Husband,White,Male,0,0,14,United-States,<=50K
38,Private,632008,10th,6,Married-civ-spouse,Tech-support,Husband,White,Male,0,3356,52,Philippines,<=50K
25,Private,43271,11th,7,Divorced,Exec-managerial,Own-child,White,Female,0,0,47,United-States,<=50K
70,Private,341416,10th,6,Never-married,Adm-clerical,Other-relative,White,Female,0,0,35,United-States,<=50K
40,Self-emp-inc,500203,HS-grad,9,Married-civ-spouse,Priv-house-serv,Unmarried,White,Male,0,0,56,United-States,<=50K
60,Private,619252,Assoc-acdm,12,Never-married,Adm-clerical,Husband,White,Female,0,0,32,United-States,<=50K
69,Private,411341,Bachelors,13,Separated,Prof-specialty,Own-child,White,Male,0,0,50,United-States,>50K
43,Local-gov,536630,Some-college,10,Divorced,Priv-house-serv,Own-child,White,Male,0,0,37,United-States,<=50K
64,Private,1152624,Doctorate,16,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,25,United-States,>50K
43,State-gov,495321,Assoc-voc,11,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,64,United-States,<=50K
21,Private,338541,HS-grad,9,Widowed,Prof-specialty,Husband,White,Male,0,0,31,United-States,<=50K
68,Private,701832,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,34,United-States,<=50K
65,Private,49881,Bachelors,13,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,49,United-States,<=50K
50,Local-gov,348132,12th,8,Divorced,Machine-op-inspct,Wife,Black,Male,0,0,54,United-States,<=50K
65,Self-emp-inc,47247,Bachelors,13,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Female,0,0,24,United-States,<=50K
56,Private,112528,11th,7,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,57,United-States,<=50K
63,Self-emp-inc,1141142,11th,7,Divorced,Exec-managerial,Own-child,White,Female,0,0,39,United-States,<=50K
21,Private,48268,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,0,0,38,United-States,<=50K
64,Self-emp-not-inc,224203,11th,7,Never-married,Protective-serv,Husband,White,Male,0,0,37,United-States,<=50K
30,Private,273746,Doctorate,16,Separated,Prof-specialty,Wife,Black,Female,0,0,39,United-States,<=50K
74,Private,964249,Masters,14,Married-civ-spouse,Transport-moving,Not-in-family,Black,Male,0,0,21,United-States,<=50K
73,Private,501502,Doctorate,16,Married-spouse-absent,Farming-fishing,Husband,White,Male,0,0,44,United-States,<=50K
21,Private,310216,HS-grad,9,Separated,Priv-house-serv,Husband,White,Male,0,0,42,United-States,<=50K
55,Private,1097163,Some-college,10,Separated,Prof-specialty,Own-child,White,Male,0,0,35,United-States,<=50K
39,Private,339868,Doctorate,16,Married-civ-spouse,Farming-fishing,Husband,White,Female,0,0,42,United-States,<=50K
32,Private,1398347,Bachelors,13,Widowed,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,0,0,37,United-States,<=50K
73,Private,1204289,Doctorate,16,Married-civ-spouse,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,56422,0,39,United-States,>50K
40,Private,1318095,Bachelors,13,Married-civ-spouse,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,45,Philippines,<=50K
49,Private,1020416,Masters,14,Married-civ-spouse,Priv-house-serv,Husband,Black,Male,0,0,37,United-States,<=50K
35,Private,421165,12th,8,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,30,Taiwan,<=50K
56,Private,979740,Assoc-acdm,12,Married-spouse-absent,Handlers-cleaners,Wife,White,Male,0,0,49,United-States,>50K
32,Private,1128667,12th,8,Divorced,Farming-fishing,Husband,Other,Female,0,0,27,United-States,<=50K
38,Local-gov,1384973,Bachelors,13,Never-married,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Female,89716,0,52,United-States,>50K
58,Self-emp-not-inc,88207,Some-college,10,Divorced,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,35,United-States,<=50K
30,Private,1298551,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,1011,50,United-States,<=50K
62,Private,1211907,Doctorate,16,Never-married,Transport-moving,Own-child,White,Female,0,0,57,United-States,>50K
73,Private,1263991,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,0,0,39,United-States,>50K
58,Private,308629,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,50,United-States,<=50K
38,Private,213498,Some-college,10,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Female,0,0,47,United-States,<=50K
28,Private,989336,Masters,14,Married-civ-spouse,Farming-fishing,Not-in-family,White,Female,0,0,42,United-States,>50K
49,State-gov,257618,10th,6,Never-married,Tech-support,Other-relative,Black,Male,0,0,47,United-States,<=50K
42,Self-emp-inc,287031,Doctorate,16,Divorced,Protective-serv,Husband,Amer-Indian-Eskimo,Female,0,0,36,United-States,<=50K
31,Private,1463924,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,59,United-States,<=50K
38,Self-emp-not-inc,1357120,Assoc-voc,11,Never-married,Farming-fishing,Husband,White,Male,0,0,41,United-States,<=50K
73,Self-emp-not-inc,864457,11th,7,Married-civ-spouse,Protective-serv,Not-in-family,White,Female,16101,0,31,United-States,<=50K
27,Private,969866,9th,5,Never-married,Other-service,Not-in-family,Black,Female,0,0,34,United-States,<=50K
32,Local-gov,824358,Masters,14,Married-civ-spouse,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Male,0,0,50,United-States,<=50K
37,Private,1110477,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,28,United-States,<=50K
70,Self-emp-not-inc,759759,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Male,0,0,62,United-States,<=50K
38,Private,915045,Some-college,10,Married-civ-spouse,Adm-clerical,Not-in-family,Black,Male,42709,0,55,United-States,<=50K
34,Private,1099876,HS-grad,9,Divorced,Protective-serv,Own-child,White,Male,0,0,25,United-States,<=50K
34,Private,1186110,Some-college,10,Widowed,Priv-house-serv,Husband,White,Male,0,0,49,United-States,<=50K
71,Private,891252,Some-college,10,Married-civ-spouse,Protective-serv,Own-child,Black,Male,0,0,28,United-States,<=50K
38,Private,1107685,Some-college,10,Married-spouse-absent,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,0,29,United-States,<=50K
38,Local-gov,233840,Some-college,10,Divorced,Farming-fishing,Not-in-family,Black,Male,0,0,34,United-States,<=50K
38,Self-emp-not-inc,87333,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Female,0,0,31,United-States,<=50K
67,Private,163726,Prof-school,15,Never-married,Sales,Own-child,White,Male,0,0,48,United-States,<=50K
58,Private,1112340,Doctorate,16,Never-married,Protective-serv,Husband,White,Male,0,0,43,United-States,<=50K
52,Private,459899,11th,7,Divorced,Sales,Own-child,White,Male,0,0,45,United-States,<=50K
30,Private,1179123,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Own-child,Other,Female,0,0,40,United-States,<=50K
24,Private,1298316,Doctorate,16,Never-married,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Male,0,0,33,United-States,<=50K
23,Private,1049361,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,76356,0,33,United-States,>50K
34,Private,606822,12th,8,Never-married,Tech-support,Husband,Black,Male,0,0,53,United-States,<=50K
63,Private,169857,Doctorate,16,Never-married,Protective-serv,Own-child,Other,Female,0,0,35,United-States,<=50K
61,Private,1301611,Masters,14,Married-civ-spouse,Sales,Husband,Black,Female,0,0,56,United-States,<=50K
62,Local-gov,509543,Bachelors,13,Divorced,Protective-serv,Unmarried,White,Female,0,0,32,England,<=50K
56,State-gov,858909,Some-college,10,Never-married,Other-service,Husband,Black,Female,0,0,40,United-States,<=50K
47,Self-emp-inc,1082658,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,43,United-States,<=50K
38,Private,1386218,Assoc-voc,11,Never-married,Farming-fishing,Husband,Black,Male,0,0,54,United-States,<=50K
59,Private,780650,Assoc-voc,11,Married-civ-spouse,Tech-support,Own-child,White,Male,0,0,51,United-States,<=50K
29,Private,1319586,Bachelors,13,Separated,Exec-managerial,Own-child,Other,Female,0,0,43,United-States,<=50K
21,Self-emp-inc,1084456,HS-grad,9,Married-civ-spouse,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
65,Private,568006,HS-grad,9,Never-married,Priv-house-serv,Own-child,Asian-Pac-Islander,Male,77977,374,29,United-States,>50K
45,Self-emp-inc,528019,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,37,United-States,>50K
53,Private,826950,Some-college,10,Widowed,Transport-moving,Husband,White,Male,0,0,67,United-States,<=50K
72,State-gov,1070061,Some-college,10,Never-married,Transport-moving,Husband,Amer-Indian-Eskimo,Female,0,0,28,United-States,<=50K
56,Self-emp-inc,1061329,Prof-school,15,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Female,0,0,33,United-States,<=50K
61,Private,1103573,Bachelors,13,Married-civ-spouse,Prof-specialty,Own-child,White,Male,44068,0,23,United-States,>50K
