age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
66,Private,195373,9th,5,Married-civ-spouse,Tech-support,Not-in-family,White,Male,15163,0,45,United-States,<=50K
68,Private,980943,Doctorate,16,Divorced,Farming-fishing,Own-child,Black,Male,23712,0,43,United-States,>50K
54,Private,706672,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,39,United-States,<=50K
24,Private,404092,Doctorate,16,Married-civ-spouse,Tech-support,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
24,Self-emp-not-inc,390418,11th,7,Divorced,Sales,Husband,White,Female,75568,0,55,United-States,<=50K
45,Private,70237,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Female,0,0,52,United-States,<=50K
51,Private,1274480,Bachelors,13,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,50,United-States,<=50K
19,Local-gov,1256491,12th,8,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,42,United-States,<=50K
57,Self-emp-not-inc,831891,HS-grad,9,Widowed,Handlers-cleaners,Not-in-family,White,Female,0,0,67,United-States,<=50K
49,Private,528767,Some-college,10,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K
18,Private,330240,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,20,United-States,<=50K
23,State-gov,466727,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,36,United-States,<=50K
43,Self-emp-not-inc,1381707,HS-grad,9,Widowed,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K
59,Private,143642,Masters,14,Divorced,Exec-managerial,Husband,White,Female,0,0,55,United-States,<=50K
65,Private,1228620,Assoc-voc,11,Married-civ-spouse,Sales,Wife,White,Male,0,0,33,United-States,<=50K
42,Private,462367,7th-8th,4,Never-married,Exec-managerial,Own-child,White,Male,94927,0,45,United-States,>50K
34,Private,404417,Prof-school,15,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,22,United-States,<=50K
73,Self-emp-not-inc,1209220,Doctorate,16,Never-married,Prof-specialty,Other-relative,White,Male,0,0,52,United-States,<=50K
44,Private,1432828,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,<=50K
35,Private,1477898,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,36,United-States,<=50K
43,Self-emp-not-inc,408033,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Female,29713,0,65,United-States,<=50K
18,State-gov,885999,HS-grad,9,Never-married,Protective-serv,Unmarried,White,Male,0,0,52,United-States,>50K
35,Self-emp-not-inc,444845,Assoc-acdm,12,Married-civ-spouse,Other-service,Not-in-family,White,Female,0,0,27,United-States,<=50K
47,Private,298272,9th,5,Married-civ-spouse,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,0,0,38,United-States,<=50K
70,Private,582783,Some-college,10,Divorced,Exec-managerial,Own-child,White,Male,0,0,72,United-States,<=50K
60,Private,104575,Bachelors,13,Never-married,Adm-clerical,Husband,White,Female,0,0,63,United-States,<=50K
62,Private,255886,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,51,United-States,>50K
49,Private,892558,Doctorate,16,Never-married,Exec-managerial,Unmarried,Black,Male,0,0,17,United-States,<=50K
24,Private,1027773,Some-college,10,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,55,United-States,<=50K
40,Private,412071,Some-college,10,Married-civ-spouse,Protective-serv,Unmarried,White,Male,0,0,32,United-States,<=50K
74,Local-gov,836093,Some-college,10,Married-spouse-absent,Sales,Husband,White,Female,0,0,55,United-States,<=50K
20,State-gov,1142324,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,31,United-States,<=50K
68,Private,1334403,Some-college,10,Married-civ-spouse,Tech-support,Not-in-family,White,Male,0,0,45,United-States,<=50K
57,Private,852565,Some-college,10,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,32,Mexico,<=50K
34,Private,368326,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,35,United-States,>50K
62,Private,1065657,Some-college,10,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0,0,47,United-States,<=50K
65,Private,263905,11th,7,Divorced,Tech-support,Husband,White,Female,0,0,24,United-States,<=50K
20,Private,217958,Bachelors,13,Widowed,Transport-moving,Unmarried,White,Male,0,0,68,United-States,<=50K
24,Self-emp-not-inc,542371,10th,6,Separated,Transport-moving,Not-in-family,White,Female,0,0,27,United-States,<=50K
55,Private,498371,11th,7,Married-civ-spouse,Protective-serv,Husband,Other,Male,0,0,27,United-States,<=50K
74,Local-gov,228250,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,47,United-States,>50K
19,Private,89687,Bachelors,13,Married-civ-spouse,Sales,Own-child,White,Male,17080,559,55,United-States,<=50K
55,Private,1410805,Assoc-acdm,12,Divorced,Farming-fishing,Own-child,White,Male,0,0,36,United-States,<=50K
25,Private,1013464,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,27,United-States,<=50K
55,Private,1072753,Bachelors,13,Widowed,Machine-op-inspct,Husband,White,Male,0,0,28,United-States,<=50K
53,Private,110258,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Male,0,0,27,United-States,<=50K
23,State-gov,1189147,Bachelors,13,Married-civ-spouse,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,43,United-States,<=50K
56,Private,550999,Assoc-acdm,12,Never-married,Protective-serv,Other-relative,White,Male,0,0,39,United-States,<=50K
69,Private,1117979,Doctorate,16,Divorced,Adm-clerical,Own-child,White,Male,0,2824,45,Jamaica,>50K
67,Private,737150,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White,Male,65978,0,44,United-States,>50K
19,Private,371199,Some-college,10,Divorced,Protective-serv,Own-child,White,Male,0,0,49,United-States,<=50K
32,Private,399885,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2664,35,Jamaica,<=50K
31,Private,220191,9th,5,Never-married,Protective-serv,Husband,White,Male,0,0,31,United-States,<=50K
43,Federal-gov,1238653,Some-college,10,Married-civ-spouse,Transport-moving,Wife,Asian-Pac-Islander,Male,0,0,41,United-States,<=50K
26,Private,647037,Bachelors,13,Divorced,Prof-specialty,Own-child,Black,Female,0,0,39,United-States,<=50K
66,Private,1165272,Some-college,10,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,30727,0,43,United-States,>50K
62,Private,1237670,12th,8,Never-married,Adm-clerical,Own-child,White,Male,0,0,31,United-States,<=50K
64,Local-gov,259122,Assoc-voc,11,Never-married,Transport-moving,Unmarried,White,Female,0,0,47,United-States,<=50K
29,Private,500824,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,25,United-States,<=50K
18,Private,195789,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,34,United-States,<=50K
69,Private,26420,Some-college,10,Never-married,Tech-support,Unmarried,White,Male,0,0,53,United-States,<=50K
34,Private,1470466,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,26,Iran,<=50K
55,Private,987930,Bachelors,13,Divorced,Handlers-cleaners,Husband,White,Female,0,0,52,China,<=50K
69,Self-emp-not-inc,679906,1st-4th,2,Never-married,Priv-house-serv,Unmarried,White,Male,0,0,23,United-States,<=50K
20,Private,308001,Prof-school,15,Married-civ-spouse,Adm-clerical,Own-child,Black,Female,0,0,20,United-States,<=50K
18,Self-emp-not-inc,885766,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,82434,0,22,United-States,>50K
18,Private,814657,Bachelors,13,Divorced,Farming-fishing,Husband,Black,Female,0,0,41,South,<=50K
26,Local-gov,341723,Assoc-voc,11,Never-married,Handlers-cleaners,Husband,White,Male,0,2210,48,United-States,<=50K
20,Federal-gov,34279,7th-8th,4,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,<=50K
64,Private,705515,Assoc-voc,11,Married-civ-spouse,Transport-moving,Wife,White,Male,0,0,54,United-States,<=50K
52,Private,764423,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,4562,0,50,United-States,<=50K
73,Private,1192185,10th,6,Widowed,Adm-clerical,Not-in-family,White,Male,0,0,30,United-States,<=50K
63,Federal-gov,594083,7th-8th,4,Separated,Other-service,Unmarried,White,Female,0,0,29,United-States,<=50K
72,Private,155773,Assoc-acdm,12,Never-married,Exec-managerial,Own-child,White,Male,0,0,49,India,<=50K
31,Private,1313635,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Own-child,Black,Male,0,0,57,Iran,<=50K
34,Private,623651,10th,6,Divorced,Adm-clerical,Unmarried,White,Female,0,0,27,United-States,<=50K
66,Self-emp-inc,1079208,Doctorate,16,Never-married,Priv-house-serv,Husband,White,Female,0,0,55,United-States,<=50K
31,Private,76078,Prof-school,15,Never-married,Sales,Wife,Black,Male,0,0,16,United-States,<=50K
21,Private,65538,11th,7,Married-civ-spouse,Priv-house-serv,Wife,White,Male,0,0,44,United-States,<=50K
56,State-gov,46727,Some-college,10,Separated,Transport-moving,Not-in-family,Black,Male,0,0,38,United-States,<=50K
63,Private,1179289,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,37,United-States,<=50K
73,Federal-gov,368207,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
70,Private,1181810,Bachelors,13,Widowed,Sales,Other-relative,White,Female,99554,0,29,United-States,>50K
24,Private,1408896,Bachelors,13,Divorced,Adm-clerical,Own-child,White,Male,0,0,45,United-States,<=50K
62,Local-gov,992880,10th,6,Married-civ-spouse,Transport-moving,Own-child,White,Female,0,0,40,United-States,<=50K
66,Private,1469376,10th,6,Divorced,Machine-op-inspct,Husband,White,Male,0,0,51,United-States,<=50K
57,Private,1385892,Doctorate,16,Married-spouse-absent,Farming-fishing,Other-relative,White,Male,10088,0,59,United-States,>50K
64,Private,1080498,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,White,Female,0,0,41,United-States,<=50K
65,Private,1199586,12th,8,Never-married,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,14262,0,30,United-States,<=50K
43,Private,904278,Masters,14,Married-civ-spouse,Priv-house-serv,Own-child,Black,Female,0,0,26,United-States,<=50K
20,Private,335842,Some-college,10,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,60,United-States,<=50K
44,Private,164296,Bachelors,13,Married-civ-spouse,Priv-house-serv,Other-relative,White,Male,0,0,58,United-States,<=50K
29,Private,576253,Doctorate,16,Divorced,Craft-repair,Own-child,White,Female,0,0,50,United-States,<=50K
24,Private,714620,Bachelors,13,Married-civ-spouse,Protective-serv,Wife,White,Male,0,0,40,United-States,<=50K
25,Private,529511,Prof-school,15,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,49,United-States,<=50K
57,Private,163067,Assoc-acdm,12,Never-married,Adm-clerical,Husband,White,Male,0,0,55,United-States,>50K
46,Private,758596,Assoc-voc,11,Divorced,Adm-clerical,Husband,White,Male,0,0,32,United-States,<=50K
48,Local-gov,749287,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
60,Private,1421983,Assoc-voc,11,Never-married,Exec-managerial,Own-child,White,Male,0,0,26,South,<=50K
49,Private,1422864,Some-college,10,Married-civ-spouse,Other-service,Not-in-family,Black,Female,0,0,38,United-States,<=50K
53,Private,922210,Masters,14,Married-civ-spouse,Priv-house-serv,Husband,White,Female,0,0,58,United-States,<=50K
22,Federal-gov,1269354,Some-college,10,Divorced,Craft-repair,Own-child,White,Male,0,0,52,United-States,<=50K
66,Private,474844,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,41,United-States,<=50K
43,Private,1445085,12th,8,Married-civ-spouse,Sales,Husband,White,Male,0,0,7,United-States,<=50K
26,Private,1403956,Some-college,10,Married-civ-spouse,Protective-serv,Other-relative,White,Female,0,0,32,United-States,<=50K
64,Private,197495,Some-college,10,Married-civ-spouse,Protective-serv,Unmarried,White,Female,0,0,41,England,<=50K
59,Self-emp-not-inc,1047366,12th,8,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,12668,0,37,United-States,>50K
21,State-gov,688914,Bachelors,13,Married-spouse-absent,Handlers-cleaners,Husband,White,Female,0,0,40,United-States,<=50K
29,Private,405582,Some-college,10,Divorced,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,42,England,<=50K
18,Self-emp-not-inc,621245,HS-grad,9,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,0,0,33,United-States,<=50K
33,Private,1352215,Doctorate,16,Divorced,Protective-serv,Husband,Black,Female,0,0,39,United-States,<=50K
23,Private,1378461,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,38,United-States,<=50K
58,Self-emp-not-inc,521071,11th,7,Married-civ-spouse,Protective-serv,Not-in-family,Black,Male,0,0,31,United-States,<=50K
47,Private,694883,Doctorate,16,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,62,United-States,>50K
73,Private,775304,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,67600,3611,34,United-States,>50K
60,Private,1096531,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,12,United-States,<=50K
52,State-gov,720631,11th,7,Divorced,Transport-moving,Husband,White,Male,0,0,61,United-States,<=50K
47,Private,597512,Some-college,10,Divorced,Handlers-cleaners,Own-child,White,Male,4368,0,29,United-States,<=50K
21,Private,1377517,Some-college,10,Never-married,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50K
22,Private,563211,Assoc-voc,11,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,31,United-States,<=50K
53,Private,404965,Bachelors,13,Never-married,Other-service,Husband,White,Male,0,0,46,Japan,<=50K
18,Private,495574,Assoc-voc,11,Divorced,Tech-support,Own-child,White,Female,0,0,39,United-States,<=50K
20,Self-emp-inc,504950,Some-college,10,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,52,United-States,<=50K
30,Self-emp-not-inc,832802,11th,7,Divorced,Protective-serv,Not-in-family,Black,Male,0,0,37,United-States,<=50K
68,Local-gov,988077,Bachelors,13,Never-married,Protective-serv,Unmarried,White,Female,0,0,32,United-States,<=50K
44,Self-emp-inc,210852,HS-grad,9,Widowed,Adm-clerical,Own-child,White,Male,0,0,43,United-States,<=50K
58,Private,1322804,9th,5,Never-married,Exec-managerial,Other-relative,White,Male,0,0,35,United-States,<=50K
41,Private,386875,Some-college,10,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Female,0,0,16,South,<=50K
27,Private,182096,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,32,United-States,<=50K
39,Private,1000146,Some-college,10,Separated,Tech-support,Husband,White,Male,0,0,74,United-States,>50K
23,State-gov,322516,Masters,14,Never-married,Priv-house-serv,Wife,White,Female,0,3221,18,United-States,<=50K
61,Private,1120946,Some-college,10,Never-married,Priv-house-serv,Husband,White,Female,0,0,42,Iran,<=50K
28,State-gov,1413588,12th,8,Divorced,Protective-serv,Husband,White,Male,0,0,37,United-States,<=50K
39,Private,1035919,Some-college,10,Never-married,Craft-repair,Husband,White,Male,52882,0,62,United-States,<=50K
73,Private,1161219,Some-college,10,Married-civ-spouse,Protective-serv,Unmarried,White,Female,0,0,26,United-States,<=50K
51,Private,743629,9th,5,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0,0,41,United-States,<=50K
44,Private,523815,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,48,United-States,<=50K
48,Private,918724,Bachelors,13,Widowed,Other-service,Husband,White,Male,0,0,37,United-States,<=50K
62,Private,540910,Doctorate,16,Separated,Handlers-cleaners,Not-in-family,White,Male,0,0,30,United-States,<=50K
32,Private,1307416,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,71520,0,39,United-States,>50K
54,State-gov,706310,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Female,0,0,36,Japan,<=50K
67,Private,749835,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,36,United-States,<=50K
50,Private,1008238,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,51,United-States,<=50K
43,Self-emp-not-inc,292137,12th,8,Never-married,Protective-serv,Own-child,White,Female,0,0,44,United-States,<=50K
26,Private,841568,Bachelors,13,Married-spouse-absent,Other-service,Own-child,White,Female,18587,0,46,United-States,<=50K
32,Local-gov,1126688,Doctorate,16,Married-civ-spouse,Priv-house-serv,Unmarried,White,Female,0,0,43,United-States,<=50K
71,Self-emp-not-inc,1159479,Assoc-acdm,12,Divorced,Protective-serv,Wife,White,Male,0,2113,51,United-States,>50K
48,Private,344786,Doctorate,16,Never-married,Sales,Husband,White,Male,0,0,55,United-States,>50K
35,Private,92349,Masters,14,Married-civ-spouse,Adm-clerical,Wife,White,Male,95622,0,36,United-States,>50K
41,Private,299351,Doctorate,16,Married-spouse-absent,Transport-moving,Wife,White,Male,0,0,49,United-States,<=50K
50,Self-emp-not-inc,1222921,Prof-school,15,Never-married,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,0,24,United-States,<=50K
48,Federal-gov,404624,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,Other,Female,0,0,12,Iran,<=50K
57,Self-emp-not-inc,98091,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,61,United-States,<=50K
32,Private,895098,Assoc-acdm,12,Separated,Handlers-cleaners,Husband,White,Male,0,0,35,United-States,<=50K
55,Private,1314465,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,43,United-States,<=50K
43,Private,344053,9th,5,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,25,United-States,<=50K
71,State-gov,76220,Bachelors,13,Never-married,Protective-serv,Own-child,White,Female,0,0,24,United-States,<=50K
27,Private,219400,Masters,14,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Female,0,529,31,Jamaica,<=50K
26,Private,201236,Some-college,10,Never-married,Machine-op-inspct,Husband,White,Male,0,0,47,United-States,<=50K
44,Private,314596,Doctorate,16,Widowed,Prof-specialty,Not-in-family,White,Male,0,3585,33,United-States,<=50K
46,Self-emp-not-inc,278618,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,35,United-States,<=50K
57,State-gov,953863,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,11541,0,31,United-States,<=50K
41,Private,341979,Masters,14,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,53,United-States,<=50K
70,Private,822760,Masters,14,Married-civ-spouse,Sales,Husband,Black,Male,0,0,50,England,<=50K
45,Private,606135,9th,5,Married-civ-spouse,Priv-house-serv,Not-in-family,White,Male,0,0,34,United-States,<=50K
25,Private,979500,Doctorate,16,Separated,Transport-moving,Husband,White,Male,0,0,48,United-States,<=50K
24,Private,981162,Some-college,10,Married-civ-spouse,Priv-house-serv,Husband,White,Female,0,0,37,United-States,<=50K
73,Private,888666,Masters,14,Married-civ-spouse,Protective-serv,Own-child,White,Male,0,0,35,United-States,<=50K
25,Private,1331655,Some-college,10,Never-married,Prof-specialty,Husband,White,Female,0,0,39,United-States,<=50K
72,Private,302377,HS-grad,9,Married-civ-spouse,Prof-specialty,Own-child,White,Female,0,0,47,United-States,<=50K
33,Private,787560,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,29,United-States,<=50K
23,Private,595067,Bachelors,13,Widowed,Prof-specialty,Husband,Asian-Pac-Islander,Female,0,0,46,United-States,<=50K
35,Self-emp-not-inc,799366,HS-grad,9,Married-civ-spouse,Sales,Own-child,White,Female,36694,0,69,United-States,<=50K
53,Private,219177,7th-8th,4,Married-civ-spouse,Farming-fishing,Own-child,White,Female,0,0,42,United-States,<=50K
42,Self-emp-inc,484254,Some-college,10,Married-spouse-absent,Prof-specialty,Husband,White,Male,71183,0,40,United-States,>50K
62,Private,1403227,Doctorate,16,Married-civ-spouse,Protective-serv,Unmarried,White,Female,0,0,38,United-States,<=50K
52,Private,1195782,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Female,0,0,45,United-States,<=50K
40,Private,642041,Some-college,10,Widowed,Prof-specialty,Own-child,White,Male,0,0,20,United-States,<=50K
54,Private,175596,Assoc-acdm,12,Separated,Handlers-cleaners,Husband,Black,Male,0,0,60,United-States,>50K
73,Private,970833,Some-college,10,Never-married,Priv-house-serv,Unmarried,White,Male,0,0,51,United-States,<=50K
41,Private,457350,Bachelors,13,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,32,United-States,<=50K
26,Local-gov,499272,Assoc-voc,11,Widowed,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K
41,Private,155634,Bachelors,13,Never-married,Exec-managerial,Husband,White,Male,0,0,33,United-States,<=50K
65,Private,439593,Bachelors,13,Never-married,Priv-house-serv,Not-in-family,Black,Female,0,0,43,United-States,<=50K
30,Private,328868,9th,5,Separated,Sales,Not-in-family,White,Male,0,1670,40,United-States,<=50K
72,Private,62530,Bachelors,13,Never-married,Exec-managerial,Husband,White,Male,0,0,42,United-States,<=50K
51,Self-emp-not-inc,879344,Masters,14,Divorced,Craft-repair,Not-in-family,White,Female,0,0,27,United-States,<=50K
52,Federal-gov,1445302,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Female,0,0,34,United-States,<=50K
36,Private,198468,Bachelors,13,Divorced,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,0,53,United-States,<=50K
70,Private,89811,HS-grad,9,Divorced,Exec-managerial,Wife,White,Female,0,0,33,South,<=50K
20,Private,161009,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Female,0,0,8,United-States,<=50K
35,Private,819174,Assoc-acdm,12,Married-civ-spouse,Priv-house-serv,Wife,White,Female,0,0,38,United-States,<=50K
41,Local-gov,1233076,Bachelors,13,Never-married,Other-service,Husband,Black,Female,0,0,68,United-States,<=50K
45,Self-emp-not-inc,469961,Doctorate,16,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
45,Private,187144,Some-college,10,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,32,United-States,<=50K
26,Private,154099,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,39,United-States,<=50K
30,Private,911057,Bachelors,13,Married-civ-spouse,Protective-serv,Wife,White,Male,0,0,48,United-States,>50K
23,Private,539581,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,18,United-States,<=50K
50,Private,532598,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,0,0,29,South,<=50K
37,Private,365003,HS-grad,9,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,2509,44,United-States,<=50K
50,State-gov,1337218,Doctorate,16,Never-married,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Male,0,0,59,United-States,>50K
51,Private,566422,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0,0,34,United-States,>50K
58,Private,1058125,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Wife,Black,Male,54036,0,58,United-States,>50K
49,Private,1109494,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,30,United-States,<=50K
54,Private,100129,Some-college,10,Divorced,Farming-fishing,Husband,White,Male,0,0,1,Cuba,<=50K
51,Self-emp-inc,379478,10th,6,Never-married,Machine-op-inspct,Husband,White,Female,0,0,48,United-States,<=50K
55,Private,1335889,10th,6,Never-married,Machine-op-inspct,Not-in-family,White,Female,67004,0,46,United-States,>50K
53,Self-emp-inc,1317205,10th,6,Widowed,Handlers-cleaners,Unmarried,White,Female,0,3585,48,United-States,<=50K
36,Self-emp-inc,624075,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,Female,0,0,48,United-States,<=50K
32,Private,243183,11th,7,Never-married,Prof-specialty,Husband,White,Female,0,0,42,United-States,<=50K
62,Private,453099,7th-8th,4,Never-married,Priv-house-serv,Own-child,White,Female,0,0,36,United-States,<=50K
37,State-gov,1415423,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,37,United-States,<=50K
49,Private,1006734,Assoc-acdm,12,Widowed,Transport-moving,Husband,White,Male,0,0,34,United-States,<=50K
29,Private,123804,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,35,United-States,<=50K
42,Local-gov,1073533,Some-college,10,Separated,Exec-managerial,Own-child,White,Male,53266,1189,18,Iran,>50K
48,Local-gov,229479,Masters,14,Never-married,Craft-repair,Not-in-family,White,Female,0,0,25,United-States,<=50K
53,Private,460524,Some-college,10,Divorced,Farming-fishing,Husband,White,Male,0,0,38,United-States,<=50K
48,Private,724189,Doctorate,16,Married-civ-spouse,Tech-support,Other-relative,White,Female,0,0,13,United-States,<=50K
38,Private,532073,Some-college,10,Widowed,Machine-op-inspct,Husband,White,Male,0,0,15,United-States,<=50K
72,Self-emp-inc,1044383,Bachelors,13,Divorced,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
47,Private,243359,Some-college,10,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,38,United-States,<=50K
64,Private,1308681,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,36,United-States,<=50K
59,Private,889462,HS-grad,9,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,11,United-States,<=50K
49,State-gov,464050,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,0,58,United-States,<=50K
68,Federal-gov,1426706,Assoc-acdm,12,Never-married,Tech-support,Husband,Black,Male,0,2351,22,United-States,<=50K
25,Private,719500,1st-4th,2,Never-married,Farming-fishing,Husband,White,Female,0,0,30,United-States,<=50K
70,Private,628103,Some-college,10,Married-civ-spouse,Priv-house-serv,Husband,Black,Male,0,0,24,United-States,<=50K
66,State-gov,43522,Some-college,10,Divorced,Other-service,Husband,Black,Male,0,0,55,United-States,<=50K
46,State-gov,1484792,11th,7,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,45,United-States,<=50K
59,Private,1263368,Masters,14,Widowed,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,0,0,34,South,<=50K
47,Private,273046,Prof-school,15,Separated,Farming-fishing,Husband,White,Male,0,0,33,United-States,<=50K
33,Private,1413179,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States,<=50K
63,Private,1189011,HS-grad,9,Divorced,Craft-repair,Husband,White,Female,0,0,25,Mexico,<=50K
32,Private,634433,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Male,0,0,44,United-States,<=50K
35,Private,1384135,Some-college,10,Married-spouse-absent,Transport-moving,Own-child,White,Female,0,0,33,United-States,<=50K
47,Private,838718,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0,0,46,Japan,<=50K
65,Federal-gov,1029308,Doctorate,16,Divorced,Adm-clerical,Own-child,White,Male,0,0,45,United-States,>50K
39,Private,283080,Some-college,10,Widowed,Transport-moving,Not-in-family,White,Male,0,0,32,China,<=50K
46,Private,173881,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,79010,0,15,United-States,>50K
20,Private,792329,Bachelors,13,Divorced,Tech-support,Husband,Black,Male,0,0,37,United-States,<=50K
24,Private,494950,HS-grad,9,Married-civ-spouse,Priv-house-serv,Own-child,Black,Male,0,0,22,United-States,<=50K
